final_player_id,total_library_games,total_played_games,total_playtime_minutes,categorized_games,categorized_played_games,category_game_coverage,category_playtime_coverage,avg_playtime_per_played_game_minutes,games_combat,played_games_combat,games_exploration,played_games_exploration,games_strategic_reasoning,played_games_strategic_reasoning,games_shooter,played_games_shooter,games_melee,played_games_melee,games_action_other,played_games_action_other,games_open_world,played_games_open_world,games_narrative_exploration,played_games_narrative_exploration,games_investigation,played_games_investigation,games_logic_puzzle,played_games_logic_puzzle,games_planning_management,played_games_planning_management,games_strategy_decision,played_games_strategy_decision,games_observation_deduction,played_games_observation_deduction,macro_target
strategic_final_0112,64,52,62442,53,43,0.828125,0.78846,1200.807692,16,13,28,22,9,8,9,8,4,3,3,2,6,5,14,12,8,5,2,2,0,0,5,4,0,0,exploration
strategic_final_0113,214,144,412905,173,112,0.808411,0.909524,2867.395833,66,39,67,44,40,29,28,19,20,10,17,9,17,11,29,17,20,15,17,13,7,6,12,7,1,1,combat
strategic_final_0114,184,159,637833,141,124,0.766304,0.903479,4011.528302,53,45,64,56,24,23,18,16,15,14,13,9,18,16,23,21,15,13,8,7,4,4,10,10,0,0,combat
strategic_final_0116,408,130,173151,329,100,0.806373,0.900284,1331.930769,174,65,136,29,19,6,121,42,30,11,17,8,48,13,64,10,21,4,13,5,2,1,4,0,0,0,combat
strategic_final_0120,532,353,1312293,408,269,0.766917,0.883139,3717.543909,93,62,179,112,136,95,41,22,22,21,30,19,21,15,103,55,54,41,91,66,11,10,21,15,9,2,exploration
strategic_final_0121,2573,1681,764826,1471,953,0.571706,0.797921,454.982748,470,307,426,294,575,352,198,123,47,27,217,151,74,50,253,175,79,52,293,180,51,30,183,111,3,1,combat
strategic_final_0126,121,114,290052,102,95,0.842975,0.910168,2544.315789,46,44,35,33,21,18,28,27,8,8,8,7,15,14,6,6,10,10,9,7,2,2,9,8,0,0,combat
strategic_final_0127,23,21,201628,19,17,0.826087,0.912294,9601.333333,10,8,9,9,0,0,9,7,0,0,1,1,7,7,0,0,1,1,0,0,0,0,0,0,0,0,combat
strategic_final_0128,326,239,665043,255,180,0.782209,0.803112,2782.606695,85,68,86,55,84,57,29,25,21,17,34,25,24,18,33,18,26,16,32,24,30,16,19,14,0,0,strategic_reasoning
strategic_final_0129,70,53,32526,58,44,0.828571,0.892209,613.698113,7,4,32,27,19,13,3,1,3,2,1,1,5,5,22,17,3,3,14,9,1,1,3,2,0,0,exploration
strategic_final_0131,237,204,468660,190,162,0.801688,0.87748,2297.352941,52,40,78,72,60,50,37,26,6,6,9,8,16,13,46,44,15,14,19,17,15,14,25,18,0,0,strategic_reasoning
strategic_final_0132,639,533,1599243,480,405,0.751174,0.880421,3000.45591,259,224,145,123,76,58,181,155,19,16,37,35,58,52,45,35,36,32,33,24,17,15,23,17,0,0,combat
strategic_final_0134,348,273,604751,266,211,0.764368,0.769632,2215.205128,58,48,142,99,66,64,22,18,12,10,23,19,16,12,59,39,63,46,22,21,14,13,23,23,0,0,exploration
strategic_final_0137,258,160,320586,209,127,0.810078,0.970981,2003.6625,107,70,71,37,31,20,93,63,5,0,5,4,19,9,38,17,12,10,12,7,8,5,9,6,1,1,combat
strategic_final_0138,45,29,292340,36,26,0.8,0.965465,10080.689655,19,15,13,7,4,4,15,12,0,0,0,0,3,2,3,0,5,4,0,0,2,2,2,2,0,0,exploration
strategic_final_0139,51,38,21809,39,29,0.764706,0.85052,573.921053,15,9,18,15,6,5,7,5,5,3,3,1,3,3,8,7,7,5,4,4,1,1,1,0,0,0,combat
strategic_final_0140,62,50,10997,46,36,0.741935,0.851505,219.94,22,16,13,10,11,10,11,8,4,2,4,3,1,1,7,5,2,1,7,7,2,2,2,1,0,0,exploration
strategic_final_0142,309,167,259603,257,134,0.831715,0.890845,1554.508982,102,53,105,57,50,24,65,32,11,8,19,7,35,24,44,23,23,9,19,6,8,6,20,10,0,0,combat
strategic_final_0143,65,53,132080,47,38,0.723077,0.928937,2492.075472,21,16,16,13,10,9,15,11,2,2,3,3,6,5,4,3,6,5,4,4,6,5,0,0,0,0,combat
strategic_final_0144,66,56,63560,49,41,0.742424,0.941488,1135.0,15,11,17,16,17,14,12,8,0,0,3,3,5,5,9,8,3,3,8,8,1,1,7,4,0,0,strategic_reasoning
strategic_final_0145,45,42,75414,36,33,0.8,0.861074,1795.571429,17,15,17,17,2,1,14,12,2,2,1,1,7,7,6,6,4,4,1,1,0,0,0,0,0,0,combat
strategic_final_0147,706,478,711589,591,398,0.83711,0.941198,1488.679916,165,103,239,150,187,145,91,51,12,10,45,27,84,57,70,27,59,42,26,14,99,86,26,14,0,0,strategic_reasoning
strategic_final_0149,919,313,377791,814,260,0.885745,0.912505,1207.0,218,84,336,81,260,95,90,48,57,17,68,18,87,44,136,16,110,21,56,13,88,51,113,31,0,0,strategic_reasoning
strategic_final_0150,681,491,866814,466,355,0.684288,0.739065,1765.405295,146,114,157,114,163,127,64,46,25,21,55,46,51,39,56,37,43,35,65,51,39,32,55,41,0,0,exploration
strategic_final_0153,472,313,652506,362,237,0.766949,0.859473,2084.683706,71,41,180,129,111,67,22,7,24,18,21,15,65,47,63,37,51,44,43,23,22,18,45,25,0,0,exploration
strategic_final_0161,317,254,535737,249,199,0.785489,0.886282,2109.200787,102,82,85,68,62,49,76,60,11,10,11,9,32,30,36,24,13,10,19,16,14,13,24,15,0,0,combat
strategic_final_0162,151,140,466049,128,118,0.847682,0.923358,3328.921429,28,26,67,61,33,31,17,16,3,3,8,7,16,14,32,29,15,15,11,11,8,8,13,11,1,1,exploration
strategic_final_0163,158,121,356783,129,96,0.816456,0.888414,2948.619835,37,23,41,31,51,42,25,11,3,3,9,9,15,14,15,9,11,8,10,9,17,17,21,14,1,1,strategic_reasoning
strategic_final_0167,124,71,575347,102,57,0.822581,0.783214,8103.478873,15,3,38,22,49,32,5,0,1,1,9,2,9,7,14,4,14,11,10,2,21,19,13,6,1,1,strategic_reasoning
strategic_final_0170,122,109,689082,97,84,0.795082,0.747647,6321.853211,17,13,43,39,37,32,12,11,0,0,4,1,20,17,10,9,12,12,2,1,19,19,16,12,0,0,exploration
strategic_final_0171,166,150,404888,140,127,0.843373,0.936419,2699.253333,29,27,54,46,57,54,17,17,3,3,6,4,23,19,18,16,13,11,9,8,28,28,17,15,0,0,strategic_reasoning
strategic_final_0177,374,223,1237968,300,172,0.802139,0.857117,5551.426009,113,65,90,45,97,62,86,49,12,7,12,7,30,22,41,13,17,8,13,5,20,19,63,38,0,0,combat
strategic_final_0178,232,183,594268,197,154,0.849138,0.934134,3247.36612,77,53,52,43,68,58,63,40,5,5,6,6,22,20,17,14,13,9,1,1,17,16,50,41,0,0,strategic_reasoning
strategic_final_0180,900,717,2046816,732,611,0.813333,0.931758,2854.694561,296,255,240,208,196,148,181,151,35,31,73,68,56,48,136,121,46,38,63,49,31,24,93,67,0,0,combat
strategic_final_0182,184,151,790899,132,111,0.717391,0.799661,5237.741722,66,58,21,18,45,35,47,43,4,3,9,6,15,14,1,0,5,4,3,1,8,7,33,26,0,0,combat
strategic_final_0186,643,573,763526,426,367,0.662519,0.877555,1332.506108,213,191,112,89,101,87,168,149,15,15,14,13,35,32,47,34,25,19,23,20,22,22,42,34,1,1,combat
strategic_final_0188,190,166,331954,148,130,0.778947,0.933229,1999.722892,46,43,64,54,38,33,24,22,12,11,10,10,26,23,20,16,16,14,10,7,11,11,15,13,0,0,exploration
strategic_final_0189,37,35,31714,27,26,0.72973,0.86167,906.114286,8,8,11,10,8,8,7,7,0,0,1,1,5,4,5,5,1,1,2,2,3,3,2,2,0,0,exploration
strategic_final_0190,104,81,230901,76,60,0.730769,0.900806,2850.62963,29,25,27,18,20,17,24,21,1,1,3,3,11,9,11,5,5,4,4,4,8,6,7,6,0,0,combat
strategic_final_0191,12,9,6733,10,7,0.833333,0.970593,748.111111,2,1,6,4,2,2,1,1,0,0,1,0,6,4,0,0,0,0,0,0,2,2,0,0,0,0,exploration
strategic_final_0192,3,3,573,2,2,0.666667,0.95637,191.0,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,exploration
strategic_final_0194,41,37,42183,35,32,0.853659,0.828438,1140.081081,15,13,9,8,11,11,11,9,1,1,3,3,4,3,3,3,2,2,2,2,7,7,2,2,0,0,exploration
strategic_final_0195,149,138,336050,125,118,0.838926,0.943351,2435.144928,47,42,48,46,30,30,42,38,1,1,3,2,16,15,17,16,15,15,2,2,17,17,10,10,0,0,combat
strategic_final_0196,88,78,130595,70,62,0.795455,0.91002,1674.294872,11,8,39,36,20,18,8,5,1,1,1,1,17,16,16,14,5,5,0,0,9,9,11,9,0,0,exploration
strategic_final_0198,24,18,24377,17,14,0.708333,0.894655,1354.277778,6,4,8,8,3,2,5,4,1,0,0,0,4,4,1,1,3,3,0,0,2,1,1,1,0,0,exploration
strategic_final_0200,13,13,20765,10,10,0.769231,0.86275,1597.307692,7,7,2,2,1,1,4,4,1,1,2,2,1,1,0,0,1,1,0,0,1,1,0,0,0,0,combat
strategic_final_0201,40,38,31448,23,22,0.575,0.897386,827.578947,4,4,12,11,7,7,3,3,0,0,1,1,7,7,1,1,4,3,3,3,2,2,1,1,0,0,exploration
strategic_final_0202,93,72,98186,63,51,0.677419,0.903163,1363.694444,40,34,15,14,8,3,35,30,2,2,1,0,7,6,3,3,4,4,3,1,1,1,4,1,0,0,combat
strategic_final_0204,193,133,76955,139,93,0.720207,0.854408,578.609023,59,38,47,35,33,20,32,26,7,2,17,7,19,17,12,7,15,10,11,7,6,5,14,6,0,0,combat
strategic_final_0206,33,33,140291,25,25,0.757576,0.994711,4251.242424,17,17,3,3,5,5,15,15,1,1,1,1,1,1,0,0,2,2,0,0,2,2,3,3,0,0,combat
strategic_final_0207,40,39,114921,33,33,0.825,0.960286,2946.692308,12,12,11,11,10,10,11,11,0,0,0,0,6,6,2,2,3,3,2,2,7,7,0,0,0,0,exploration
strategic_final_0209,2684,1756,1849432,2104,1510,0.783905,0.893303,1053.207289,600,425,694,471,810,614,210,120,89,66,295,236,94,58,441,297,135,96,475,384,58,43,234,151,0,0,strategic_reasoning
strategic_final_0210,782,351,859402,613,272,0.783887,0.865526,2448.438746,149,57,284,128,180,87,89,30,19,10,37,17,66,32,155,67,53,27,67,37,33,17,76,30,0,0,exploration
strategic_final_0212,41,36,48841,35,32,0.853659,0.972707,1356.694444,4,4,5,5,26,23,1,1,1,1,2,2,4,4,0,0,1,1,3,2,10,10,13,11,0,0,strategic_reasoning
strategic_final_0213,392,179,164994,321,137,0.818878,0.763137,921.75419,98,27,143,66,80,44,60,12,18,8,18,7,49,29,68,26,23,9,37,21,13,10,25,8,0,0,exploration
strategic_final_0215,58,50,147762,48,40,0.827586,0.969376,2955.24,26,22,14,11,8,7,17,16,2,1,6,4,7,5,4,4,1,1,2,2,2,2,3,2,0,0,combat
strategic_final_0216,237,160,375094,197,128,0.831224,0.80387,2344.3375,64,37,94,67,39,24,41,19,11,9,9,7,9,7,66,49,16,9,24,13,6,3,8,7,0,0,combat
strategic_final_0218,136,73,202518,117,63,0.860294,0.965124,2774.219178,46,22,60,31,11,10,33,17,5,3,7,2,14,10,38,19,8,2,4,4,3,3,4,3,0,0,strategic_reasoning
strategic_final_0220,56,43,97753,38,30,0.678571,0.912125,2273.325581,4,1,23,18,11,11,2,1,0,0,1,0,9,7,5,4,6,4,2,2,7,7,2,2,0,0,exploration
strategic_final_0221,32,13,7687,27,10,0.84375,0.960453,591.307692,6,5,17,2,4,3,4,3,1,1,1,1,5,1,7,1,5,0,2,1,1,1,0,0,1,1,combat
strategic_final_0225,58,38,12654,46,26,0.793103,0.710447,333.0,27,10,13,11,6,5,24,8,0,0,1,1,3,3,6,5,3,3,3,2,2,2,0,0,0,0,exploration
strategic_final_0230,25,25,160196,18,18,0.72,0.816519,6407.84,6,6,5,5,7,7,1,1,1,1,4,4,4,4,0,0,1,1,2,2,2,2,2,2,0,0,strategic_reasoning
strategic_final_0231,330,264,216737,261,212,0.790909,0.896506,820.973485,111,102,97,75,53,35,56,53,14,14,26,22,40,36,39,23,15,13,21,12,16,15,13,5,0,0,combat
strategic_final_0232,114,102,398658,80,72,0.701754,0.845913,3908.411765,23,20,27,26,30,26,13,11,1,1,8,8,15,14,4,4,8,8,2,2,11,8,15,14,0,0,exploration
strategic_final_0234,57,43,70033,49,35,0.859649,0.72226,1628.674419,13,9,24,17,12,9,5,3,3,3,5,3,6,5,10,6,8,6,3,2,0,0,9,7,0,0,exploration
strategic_final_0236,149,117,85163,120,96,0.805369,0.891232,727.888889,34,28,61,47,25,21,23,19,4,3,4,4,26,22,16,10,17,13,13,10,7,7,3,2,0,0,exploration
strategic_final_0238,40,39,97243,29,28,0.725,0.959452,2493.410256,11,11,3,3,15,14,10,10,0,0,1,1,1,1,0,0,2,2,5,5,2,2,7,6,1,1,combat
strategic_final_0239,130,95,290051,101,70,0.776923,0.917301,3053.168421,16,11,48,33,37,26,4,2,3,2,8,6,17,11,14,9,13,9,13,9,11,8,10,6,0,0,exploration
strategic_final_0241,15,10,32143,14,10,0.933333,1.0,3214.3,6,6,7,4,1,0,5,5,1,1,0,0,4,3,1,0,2,1,0,0,1,0,0,0,0,0,combat
strategic_final_0243,71,43,70777,61,35,0.859155,0.885217,1645.976744,38,19,13,11,10,5,30,13,4,3,3,2,4,3,4,3,4,4,2,0,2,1,5,3,0,0,combat
strategic_final_0244,54,51,97878,45,42,0.833333,0.809365,1919.176471,20,17,19,19,6,6,18,15,0,0,1,1,11,11,3,3,4,4,2,2,1,1,3,3,0,0,combat
strategic_final_0246,5,5,9166,4,4,0.8,0.999127,1833.2,1,1,2,2,1,1,1,1,0,0,0,0,2,2,0,0,0,0,1,1,0,0,0,0,0,0,combat
strategic_final_0247,38,35,40902,28,25,0.736842,0.780573,1168.628571,11,11,12,9,5,5,4,4,4,4,3,3,4,3,5,4,2,1,2,2,0,0,3,3,0,0,combat
strategic_final_0248,61,47,87478,44,34,0.721311,0.728903,1861.234043,6,4,24,20,14,10,2,1,1,1,1,1,4,4,11,8,7,6,4,2,7,7,3,1,0,0,exploration
strategic_final_0249,41,35,34111,32,28,0.780488,0.851162,974.6,7,7,21,17,4,4,5,5,0,0,1,1,11,9,5,4,5,4,1,1,3,3,0,0,0,0,exploration
strategic_final_0251,133,71,871194,111,58,0.834586,0.964178,12270.338028,59,39,21,11,31,8,42,24,8,7,8,7,10,6,5,3,6,2,6,0,2,1,22,7,0,0,combat
strategic_final_0252,303,246,183130,239,191,0.788779,0.85329,744.430894,83,65,115,90,41,36,43,34,17,13,19,16,20,17,55,42,37,29,14,11,10,8,14,14,0,0,combat
strategic_final_0253,128,64,270788,100,50,0.78125,0.915986,4231.0625,41,15,46,26,13,9,29,8,5,3,6,3,8,5,28,16,9,5,10,7,1,1,2,1,0,0,combat
strategic_final_0254,18,18,7802,11,11,0.611111,0.725583,433.444444,6,6,2,2,3,3,2,2,2,2,2,2,1,1,1,1,0,0,1,1,1,1,1,1,0,0,combat
strategic_final_0255,174,94,127231,135,63,0.775862,0.785288,1353.521277,68,34,48,21,19,8,44,21,7,4,10,3,14,8,20,7,12,6,4,2,4,2,10,3,0,0,combat
strategic_final_0256,127,42,655618,101,33,0.795276,0.849113,15609.952381,32,12,48,18,21,3,13,8,4,0,12,3,17,7,17,6,12,5,6,2,4,1,10,0,0,0,combat
strategic_final_0262,39,23,16646,32,18,0.820513,0.874564,723.73913,11,9,15,6,6,3,8,7,2,1,0,0,6,4,3,0,5,2,2,0,2,1,1,1,0,0,combat
strategic_final_0264,64,40,454453,53,31,0.828125,0.991913,11361.325,26,16,14,7,13,8,15,10,1,1,8,3,4,2,4,1,6,4,8,3,1,1,3,3,0,0,combat
strategic_final_0267,278,223,380889,233,187,0.838129,0.966541,1708.022422,44,37,124,102,65,48,17,13,12,12,13,11,33,29,60,47,29,26,30,20,20,18,12,8,0,0,exploration
strategic_final_0269,42,37,54408,35,30,0.833333,0.783855,1470.486486,17,13,9,8,9,9,11,9,2,2,3,1,4,4,4,3,1,1,3,3,2,2,3,3,0,0,exploration
strategic_final_0272,70,64,306930,53,47,0.757143,0.7423,4795.78125,24,19,18,18,11,10,21,18,0,0,1,1,13,13,5,5,0,0,3,3,4,4,3,2,0,0,exploration
strategic_final_0273,14,14,114446,12,12,0.857143,0.990039,8174.714286,3,3,6,6,3,3,2,2,0,0,1,1,4,4,0,0,2,2,0,0,0,0,3,3,0,0,combat
strategic_final_0274,50,34,20496,39,27,0.78,0.722287,602.823529,18,14,14,8,7,5,11,9,2,1,4,3,7,3,3,2,3,2,2,1,3,3,1,0,0,0,combat
strategic_final_0275,78,64,80118,57,46,0.730769,0.781897,1251.84375,27,24,21,15,9,7,20,18,1,1,1,1,6,3,9,6,4,4,4,3,2,2,3,2,0,0,combat
strategic_final_0276,24,21,97605,19,17,0.791667,0.924676,4647.857143,8,7,5,4,6,6,6,6,1,1,1,0,3,2,1,1,1,1,1,1,4,4,1,1,0,0,combat
strategic_final_0277,40,26,29683,34,21,0.85,0.960819,1141.653846,11,7,18,12,5,2,7,4,3,2,0,0,6,4,6,4,5,3,2,0,1,0,1,1,0,0,combat
strategic_final_0278,8,7,4808,6,5,0.75,0.834859,686.857143,4,3,0,0,2,2,3,3,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,strategic_reasoning
strategic_final_0279,259,196,1261822,192,140,0.741313,0.887196,6437.867347,65,49,55,33,72,58,41,34,17,10,7,5,17,11,23,11,15,11,4,1,11,11,57,46,0,0,strategic_reasoning
strategic_final_0280,146,127,224350,122,107,0.835616,0.925157,1766.535433,38,30,47,42,37,35,30,24,1,1,4,3,20,18,14,12,12,11,4,4,11,11,22,20,0,0,strategic_reasoning
strategic_final_0281,22,17,35501,19,15,0.863636,0.995803,2088.294118,9,8,6,6,4,1,5,5,0,0,3,2,4,4,1,1,1,1,2,0,1,1,1,0,0,0,exploration
strategic_final_0282,73,58,349504,57,46,0.780822,0.99097,6025.931034,33,27,13,11,11,8,23,18,4,4,4,4,7,6,4,3,1,1,0,0,6,4,4,3,0,0,combat
strategic_final_0284,87,74,266031,68,59,0.781609,0.962422,3595.013514,19,16,30,26,19,17,10,10,2,2,5,2,8,7,11,9,9,8,1,1,7,7,10,8,0,0,combat
strategic_final_0285,257,205,406634,227,182,0.883268,0.889488,1983.580488,101,86,89,74,37,22,68,55,18,18,15,13,25,21,44,34,17,16,2,1,4,4,31,17,0,0,combat
strategic_final_0289,16,16,16758,11,11,0.6875,0.941938,1047.375,10,10,1,1,0,0,6,6,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,combat
strategic_final_0290,396,335,801296,317,274,0.800505,0.905352,2391.928358,190,167,91,74,36,33,143,124,13,11,23,22,53,42,24,20,12,11,10,8,11,10,12,12,0,0,combat
strategic_final_0291,55,46,266873,48,42,0.872727,0.977176,5801.586957,23,21,22,19,3,2,14,12,5,5,4,4,7,6,10,9,3,2,1,0,0,0,1,1,0,0,combat
strategic_final_0293,78,62,101253,68,52,0.871795,0.975704,1633.112903,27,20,25,22,16,10,18,13,4,3,4,3,8,6,12,12,4,4,13,9,1,0,2,1,0,0,combat
strategic_final_0294,451,121,68134,362,96,0.802661,0.845143,563.090909,113,44,177,35,72,17,13,5,57,23,42,16,31,9,67,8,73,15,20,4,16,6,35,7,0,0,exploration
strategic_final_0295,12,7,9116,10,5,0.833333,0.874287,1302.285714,2,2,6,3,2,0,1,1,1,1,0,0,3,2,0,0,3,1,1,0,0,0,1,0,0,0,exploration
strategic_final_0297,24,21,38542,20,18,0.833333,0.869934,1835.333333,6,6,6,5,8,7,2,2,0,0,3,3,3,2,0,0,3,3,1,1,3,3,3,2,0,0,strategic_reasoning
