steamid,hours_exploration_rpg,games_exploration_rpg,hours_exploration_open_world,games_exploration_open_world,hours_exploration_adventure,games_exploration_adventure,total_playtime,num_games,avg_playtime_per_game,exploration_rpg,exploration_open_world,exploration_adventure,diversity,entropy,dominance,second_max,gap,target
76561199208519382,69.46666666666667,6,870.4166666666666,31,73.86666666666667,11,1013.75,48,21.119791666666668,0.06852445540484998,0.8586107685984381,0.07286477599671189,3,0.7291586579466673,0.8586107685984381,0.07286477599671189,0.7857459926017262,exploration_open_world
76561199218099483,0.0,0,0.0,0,1.1,1,1.1,1,1.1,0.0,0.0,1.0,1,-0.0,1.0,0.0,1.0,exploration_adventure
76561199229443002,55.45,1,351.43333333333334,17,80.31666666666666,4,487.2,22,22.145454545454545,0.1138136288998358,0.7213327859879585,0.1648535851122058,3,1.125514024764024,0.7213327859879585,0.1648535851122058,0.5564792008757526,exploration_open_world
76561199241211928,208.91666666666666,3,71.10000000000001,5,0.0,0,280.01666666666665,8,35.00208333333333,0.7460865424677102,0.2539134575322898,0.0,2,0.8174220907606153,0.7460865424677102,0.2539134575322898,0.49217308493542045,exploration_rpg
76561199241372813,8.216666666666667,3,12.9,1,70.10000000000001,3,91.21666666666667,7,13.030952380952382,0.09007856751324685,0.14142152384432669,0.7684999086424266,3,1.0038345319854987,0.7684999086424266,0.14142152384432669,0.6270783847980999,exploration_adventure
76561199243141822,182.63333333333333,3,235.04999999999998,4,0.0,0,417.6833333333333,7,59.66904761904761,0.43725310243007065,0.5627468975699293,0.0,2,0.9886097119288138,0.5627468975699293,0.43725310243007065,0.1254937951398587,exploration_open_world
76561199247350187,4.966666666666667,2,72.63333333333334,5,0.6833333333333333,1,78.28333333333335,8,9.785416666666668,0.06344475196934213,0.9278262720885672,0.008728975942090695,3,0.4123850560329233,0.9278262720885672,0.06344475196934213,0.8643815201192251,exploration_open_world
76561199278279123,0.0,0,229.55,9,0.016666666666666666,1,229.5666666666667,10,22.95666666666667,0.0,0.9999273994482357,7.260055176419339e-05,2,0.0011029695535855278,0.9999273994482357,7.260055176419339e-05,0.9998547988964716,exploration_open_world
76561199296804744,0.0,0,892.2166666666667,7,12.766666666666667,1,904.9833333333333,8,113.12291666666667,0.0,0.9858929262049025,0.014107073795097517,2,0.10693032395010307,0.9858929262049025,0.014107073795097517,0.971785852409805,exploration_open_world
76561199362913608,2.75,3,256.8,9,2.966666666666667,2,262.51666666666665,14,18.751190476190477,0.010475525363468987,0.9782236048504858,0.011300869786045331,3,0.1730554008535889,0.9782236048504858,0.011300869786045331,0.9669227350644405,exploration_open_world
76561199365885214,0.0,0,12.4,3,25.716666666666665,1,38.11666666666667,4,9.529166666666667,0.0,0.3253170091823349,0.674682990817665,2,0.9100700617702124,0.674682990817665,0.3253170091823349,0.3493659816353301,exploration_adventure
76561199373012529,421.8833333333333,10,341.4166666666667,22,72.03333333333333,5,835.3333333333333,37,22.576576576576574,0.5050478850758181,0.4087190742218676,0.08623304070231445,3,1.3301977090337058,0.5050478850758181,0.4087190742218676,0.09632881085395051,exploration_rpg
76561199375671370,15.6,4,223.03333333333333,18,19.633333333333333,3,258.26666666666665,25,10.330666666666666,0.06040268456375839,0.863577697470315,0.0760196179659267,3,0.7099217866873025,0.863577697470315,0.0760196179659267,0.7875580795043883,exploration_open_world
76561199377104400,24.28333333333333,3,939.1666666666666,27,20.15,2,983.5999999999999,32,30.737499999999997,0.02468822014368985,0.9548258099498441,0.020485969906466044,3,0.3104240707357593,0.9548258099498441,0.02468822014368985,0.9301375898061542,exploration_open_world
76561199378979916,2.95,2,0.0,0,33.983333333333334,1,36.93333333333334,3,12.311111111111112,0.07987364620938628,0.0,0.9201263537906137,2,0.40173381824299215,0.9201263537906137,0.07987364620938628,0.8402527075812274,exploration_adventure
76561199379291170,0.0,0,175.46666666666667,3,147.0,1,322.4666666666667,4,80.61666666666667,0.0,0.5441389290882778,0.4558610709117221,2,0.994371228864692,0.5441389290882778,0.4558610709117221,0.08827785817655565,exploration_open_world
76561199386513701,265.21666666666664,3,449.25,26,204.91666666666666,36,919.3833333333333,65,14.144358974358974,0.28847234559396695,0.4886427496691623,0.22288490473687073,3,1.5049000690959735,0.4886427496691623,0.28847234559396695,0.20017040407519537,exploration_open_world
76561199387354949,400.31666666666666,8,225.03333333333333,7,46.31666666666666,2,671.6666666666667,17,39.50980392156863,0.5960049627791563,0.33503722084367243,0.0689578163771712,3,1.2395855646529483,0.5960049627791563,0.33503722084367243,0.26096774193548383,exploration_rpg
76561199404118052,13.283333333333333,1,403.21666666666664,14,62.74999999999999,5,479.25,20,23.9625,0.027716918796731004,0.8413493305512084,0.1309337506520605,3,0.7371064486945225,0.8413493305512084,0.1309337506520605,0.7104155798991479,exploration_open_world
76561199404580646,3.566666666666667,1,155.66666666666666,14,30.95,6,190.1833333333333,21,9.056349206349205,0.018753834019805453,0.8185084567522567,0.16273770922793798,3,0.7703486697698179,0.8185084567522567,0.16273770922793798,0.6557707475243187,exploration_open_world
76561199407033309,119.9,13,1858.8666666666668,53,75.11666666666667,8,2053.8833333333337,74,27.755180180180183,0.05837722038739623,0.9050497837429908,0.036572995869612844,3,0.54408656593768,0.9050497837429908,0.05837722038739623,0.8466725633555946,exploration_open_world
76561199437584070,0.21666666666666667,1,636.4666666666667,15,2.3666666666666667,1,639.0500000000001,17,37.59117647058824,0.00033904493649427534,0.995957541141799,0.0037034139217066997,3,0.03964035283819564,0.995957541141799,0.0037034139217066997,0.9922541272200923,exploration_open_world
76561199442723717,123.5,4,70.88333333333334,4,1.2333333333333334,1,195.61666666666665,9,21.735185185185184,0.631336798159666,0.3623583539234899,0.006304847916844169,3,0.9956654304554601,0.631336798159666,0.3623583539234899,0.2689784442361761,exploration_rpg
76561199467345363,83.83333333333334,11,166.68333333333334,17,135.31666666666666,11,385.83333333333337,39,9.893162393162394,0.21727861771058316,0.43200863930885525,0.3507127429805615,3,1.5317866945525371,0.43200863930885525,0.3507127429805615,0.08129589632829376,exploration_open_world
